Country,Subregion,Region
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Panama,Latin America and the Caribbean,Americas
,,,,,,,,,,Costa Rica,Latin America and the Caribbean,Americas
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Yemen,Western Asia,Asia
,,,,,,,,,,Myanmar,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Democratic People's Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,South Sudan,Sub-Saharan Africa,Africa
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,New Zealand,Australia and New Zealand,Oceania
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,North Macedonia,Southern Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Mongolia,Eastern Asia,Asia
,,,,,,,,,,Dominican Republic,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Lebanon,Western Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mauritania,Sub-Saharan Africa,Africa
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Cuba,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,Spain,Southern Europe,Europe
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Sweden,Northern Europe,Europe
,,,,,,,,,,Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,El Salvador,Latin America and the Caribbean,Americas
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Cambodia,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Ghana,Sub-Saharan Africa,Africa
,,,,,,,,,,New Zealand,Australia and New Zealand,Oceania
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Canary Islands,Northern Africa,Africa
,,,,,,,,,,Lesotho,Sub-Saharan Africa,Africa
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,North Macedonia,Southern Europe,Europe
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Oman,Western Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Slovenia,Southern Europe,Europe
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Cambodia,South-eastern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Georgia,Western Asia,Asia
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Spain,Southern Europe,Europe
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Belgium,Western Europe,Europe
,,,,,,,,,,Czechia,Eastern Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
,,,,,,,,,,Netherlands (Kingdom of the),Western Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Cambodia,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Benin,Sub-Saharan Africa,Africa
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Iraq,Western Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Bosnia and Herzegovina,Southern Europe,Europe
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Sierra Leone,Sub-Saharan Africa,Africa
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Azerbaijan,Western Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Spain,Southern Europe,Europe
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Burundi,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Iraq,Western Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Lao People's Democratic Republic,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Sao Tome and Principe,Sub-Saharan Africa,Africa
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Vanuatu,Melanesia,Oceania
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Iraq,Western Asia,Asia
,,,,,,,,,,Israel,Western Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Kazakhstan,Central Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Ethiopia,Sub-Saharan Africa,Africa
,,,,,,,,,,Tuvalu,Polynesia,Oceania
,,,,,,,,,,Iraq,Western Asia,Asia
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,South Sudan,Sub-Saharan Africa,Africa
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Zambia,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Fiji,Melanesia,Oceania
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Tonga,Polynesia,Oceania
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Morocco,Northern Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Uruguay,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Zambia,Sub-Saharan Africa,Africa
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Ghana,Sub-Saharan Africa,Africa
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Uganda,Sub-Saharan Africa,Africa
,,,,,,,,,,Rwanda,Sub-Saharan Africa,Africa
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Mauritius,Sub-Saharan Africa,Africa
,,,,,,,,,,Réunion,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Canary Islands,Northern Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Czechia,Eastern Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,Denmark,Northern Europe,Europe
,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
,,,,,,,,,,Norway,Northern Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Dominican Republic,Latin America and the Caribbean,Americas
,,,,,,,,,,Puerto Rico,Latin America and the Caribbean,Americas
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,State of Palestine,Western Asia,Asia
,,,,,,,,,,Czechia,Eastern Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Belgium,Western Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
,,,,,,,,,,Ireland,Northern Europe,Europe
,,,,,,,,,,Netherlands (Kingdom of the),Western Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Burkina Faso,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Comoros,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Dominican Republic,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,USA,United States of America,Northern America
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United Republic of Tanzania,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Myanmar,South-eastern Asia,Asia
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Somalia,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Timor-Leste,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Iraq,Western Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Uzbekistan,Central Asia,Asia
,,,,,,,,,,Bosnia and Herzegovina,Southern Europe,Europe
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Rwanda,Sub-Saharan Africa,Africa
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Tunisia,Northern Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
